,Part Number,Description,Price,Total Cost,Margin %,Quantity,Quantity Ordered YTD,Sales Last 3 Months,Sales - This Year,Months No Sale,COGS,Turnover,Demand,Ordering Cost,Carrying Cost,EOQ
6717,11118409787,shaft seal,41.99,26.24,37.50893069778519,1,0,0,0,7,0.0,0.0,0.0381113224486255,0.0,319.124,0.0
6723,11118528386,shaft seal,39.99,24.340000000000003,39.13478369592398,1,0,0,0,7,0.0,0.0,0.0054664084984755,0.0,303.92400000000004,0.0
6724,11118528387,shaft seal,29.99,37.12,38.11270423474492,2,0,1,1,2,18.56,0.267975743574935,0.7814119853626122,,0.0,0.0
6726,11118537769,free wheel,280.99,201.6,28.253674507989608,1,0,0,0,7,0.0,0.0,0.0377479912987561,0.0,3224.36025,0.0
6735,11118562693,shaft seal,29.99,37.44,37.57919306435479,2,0,0,0,7,0.0,0.0,0.2468620099642055,0.0,560.813,0.0
6736,11118562771,gasket ring,2.99,14.080000000000002,41.1371237458194,8,1,1,3,0,5.280000000000001,0.2026093630084421,2.3948892501900274,4.992,25.408500000000004,0.970075396464236
6759,11121025095,valve cover kit,145.67,990.2999999999998,32.01757396855908,10,1,2,3,0,297.09,0.1851322172681641,2.3406315789473697,0.0,31051.81575,0.0
6764,11121257396,connector,74.99,97.36,35.08467795706095,2,0,0,0,7,0.0,0.0,0.0388904666843564,0.0,1308.5755,0.0
6770,11121337818,pushrod seal,5.99,7.920000000000001,33.889816360601,2,0,0,0,7,0.0,0.0,4.384140755084018e-06,0.0,258.768,0.0
6775,11121338426,gasket,12.99,37.04,28.71439568899153,4,0,2,2,0,18.52,0.302515517804639,1.5604210548802135,0.0,258.6545,0.0
6776,11121338708,valve guide,44.99,54.00000000000001,39.98666370304512,2,0,0,0,7,0.0,0.0,0.3429641223778828,0.0,751.3330000000001,0.0
6781,11121338716,cylinder head gasket asbesto,30.99,77.63999999999999,37.36689254598258,4,0,0,0,7,0.0,0.0,0.0001759070056246,59.4,120.861,0.0131494230104561
6782,11121340838,valve guide inlet,37.99,108.72,28.45485654119505,4,0,0,0,7,0.0,0.0,3.866250818361396e-05,,0.0,0.0
6783,11121340843,valve guide exhaust,31.99,90.72,29.10284463894968,4,0,0,0,7,0.0,0.0,8.497612324987998e-06,0.0,844.5360000000001,0.0
6790,11121341707,interior gasket,11.99,31.16,35.029190992493746,4,0,0,3,3,23.37,0.3918182580266577,2.3406315791579133,0.0,915.55075,0.0
6791,11121341708,exterior gasket,53.99,70.38,34.82126319688831,2,0,0,2,3,70.38,0.4915834322832995,2.0748672355033397,0.0,2179.7632500000004,0.0
6797,11121342394,"cyl. head gasket, 3 componen",94.99,60.16,36.667017580797975,1,0,0,1,4,60.16,0.4810106340449348,0.7812447702591365,0.0,28.14075,0.0
6798,11121342450,valve seat ring intake,54.99,77.76,29.2962356792144,2,0,0,0,7,0.0,0.0,0.1717093768737976,0.0,24.7455,0.0
6799,11121342459,valve seat ring exhaust,87.99,126.0,28.400954653937948,2,0,0,0,7,0.0,0.0,0.0377399135697357,0.1487245012329074,171.58049999999997,0.0080885885533338
6804,11121460368,plug,9.99,23.12,42.14214214214214,4,0,0,0,7,0.0,0.0,1.93568794967767e-05,0.0,168.83100000000002,0.0
6805,11121460463,gasket,33.99,43.28,36.334215945866426,2,0,0,0,7,0.0,0.0,4.254438356765238e-06,0.0,304.2105,0.0
6807,11121460622,gasket,33.99,21.64,36.334215945866426,1,0,0,0,7,0.0,0.0,2.0552090968728107e-07,,0.0,0.0
6808,11121460623,gasket,26.99,51.39,36.5320489070026,3,0,0,0,7,0.0,0.0,4.517133257126768e-08,0.0,342.09824999999995,0.0
6809,11121461396,"gasket, cylinder head cover",106.99,140.77999999999997,34.20880456117394,2,0,0,0,7,0.0,0.0,9.928183411453365e-09,0.0,904.0655,0.0
6810,11121461875,cylinder head gasket,124.99,79.74,36.20289623169854,1,0,0,0,7,0.0,0.0,2.182110206643645e-09,0.0,856.1815,0.0
6815,11121464823,gasket,113.99,225.24,34.13457320817616,3,0,0,1,3,75.08,0.1978340491686648,0.7802105263169086,0.0,1603.42975,0.0
6821,11121714488,washer,1.99,3.28,58.79396984924623,4,0,0,0,7,0.0,0.0,8.795350268572149e-05,15.81,7.761,0.0189299148694502
6823,11121726241,dowel,2.99,11.840000000000002,50.50167224080268,8,0,0,0,7,0.0,0.0,4.248806156377378e-06,0.0,268.502,0.0
6824,11121726242,dowel,1.99,5.75,42.21105527638191,5,0,0,0,7,0.0,0.0,9.33842868896418e-07,0.0,50.745,0.0
6841,11127652914,stud bolt,2.99,2.8200000000000003,52.84280936454849,2,0,0,0,7,0.0,0.0,6.08682646794971e-18,,0.0,0.0
6843,11127652921,gasket,61.99,161.8,34.74753992579448,4,0,0,0,7,0.0,0.0,2.9403883847850373e-19,,0.0,0.0
6845,11127654306,rubber/metal gasket ring f c,20.99,196.79999999999995,37.49404478323012,15,0,0,0,7,0.0,0.0,1.4204255532671758e-20,,0.0,0.0
6846,11127654978,rubber bush,6.99,30.520000000000003,37.62517882689557,7,0,9,23,0,100.28,1.0122135863530837,17.944842105263156,0.0,170.89575000000002,0.0
6847,11127658634,isa screw with bush,30.99,154.88,37.52823491448855,8,1,0,0,3,0.0,0.0,3.9440874016620495,51.84,241.2345,1.3019702188746545
6865,11127674644,interior gasket,46.99,92.88,34.11364120025537,3,0,1,3,1,92.88,0.4955978869857531,3.4467245525090373,0.0,1564.8735,0.0
6866,11127674645,exterior gasket,78.99,154.85999999999996,34.64995569059375,3,0,1,3,1,154.85999999999996,0.4925572519083968,3.0981853542777755,7.776,306.54,0.3964635318984907
6868,11127674654,rubber bush,6.99,156.96,37.62517882689557,36,1,44,85,0,370.6,0.8491430666300065,66.4675600555036,2.592,425.529,0.8998555163685039
6869,11127675484,shaft seal,23.99,15.2,36.640266777824095,1,0,0,0,7,0.0,0.0,14.608870041672796,,0.0,0.0
6873,11127677368,oil cover lid,10.99,38.7,29.572338489535944,5,0,0,0,7,0.0,0.0,0.0340913486211823,2.592,53.57625,0.0574339163251782
6881,11127687231,hex nut,4.99,24.48,45.49098196392786,9,0,0,0,7,0.0,0.0,1.856518555122035e-07,,0.0,0.0
6882,11127689563,o-ring,3.99,6.720000000000001,43.85964912280701,3,0,0,0,7,0.0,0.0,4.080432361152432e-08,0.0,191.22075,0.0
6886,11127690468,threaded bolt,5.99,20.160000000000004,43.90651085141903,6,0,0,1,3,3.3600000000000003,0.0893141945773524,0.7802105264110106,,0.0,0.0
6892,11127697307,o-ring,4.99,63.84,39.07815631262525,21,0,0,2,4,6.08,0.0563850505425206,1.5605090061342752,0.0743622506164537,78.17675000000001,0.0544860838490606
6893,11127698958,screw with bush,30.99,271.04,37.52823491448855,14,0,0,0,7,0.0,0.0,0.3429834531377229,,0.0,0.0
6901,11127707003,collar screw,15.99,38.400000000000006,39.9624765478424,4,0,0,0,7,0.0,0.0,1.8677910103397008e-06,0.0,614.016,0.0
6907,11127713809,exterior gasket,74.99,197.0,34.3245766102147,4,0,0,2,4,98.5,0.2820652329543827,1.5604210528421358,,0.0,0.0
6908,11127713810,gasket,49.99,394.2000000000001,34.28685737147429,12,1,0,4,4,131.4,0.1975702171167378,3.4638062271930923,0.0,9627.033,0.0
6910,11127713823,washer,8.99,126.72,41.26807563959956,24,0,0,0,7,0.0,0.0,0.1673275170766507,0.0,21.576,0.0
6925,11127723216,"gasket kit, cylinder head co",183.99,363.75,34.09967933039839,3,0,0,0,7,0.0,0.0,2.3580082797553415e-05,0.0,11508.5745,0.0
6931,11127726964,o-ring set,30.99,117.11999999999998,37.011939335269446,6,0,0,0,7,0.0,0.0,2.6581939178064163e-09,0.0,251.019,0.0
6934,11127728760,"gasket set, cylinder head co",215.99,568.96,34.14509931015325,4,1,3,5,0,711.2,0.5834003248404509,3.9010526316071705,,0.0,0.0
6936,11127728976,"spark plug cover, right",26.99,19.12,29.15894775842905,1,0,0,0,7,0.0,0.0,0.1884497596048042,,0.0,0.0
6940,11127923660,"gasket kit, cylinder head co",110.99,291.0,34.45355437426795,4,0,0,0,5,0.0,0.0,0.0004397675134311,0.0,7147.755999999999,0.0
6948,11128394376,"cylinder head cover, agate g",383.99,276.06,28.10750279955208,1,0,0,0,7,0.0,0.0,2.3948496661042583e-09,0.0,5078.267750000001,0.0
6960,11128405728,set of valve cover gaskets,51.99,135.76,34.71821504135411,4,0,0,0,5,0.0,0.0,0.0001354541130463,,0.0,0.0
6963,11128520212,isa screw with bush,24.99,313.6,37.25490196078432,20,1,16,37,0,580.16,0.7349565481770504,28.867790911862944,11.04,769.6455,0.9100409661218988
6964,11128520621,"gasket set, cylinder head co",186.99,616.2,34.09273223167014,5,2,5,13,0,1602.12,0.9234067815171092,16.487573413049454,,0.0,0.0
6965,11128523449,"gasket set, cylinder head co",93.99,61.84,34.2057665709118,1,0,0,0,7,0.0,0.0,3.623795082783923,0.0,1477.99275,0.0
6966,11128523552,screw with bush,30.99,58.08,37.52823491448855,3,0,0,0,2,0.0,0.0,0.7964720139845087,0.0,2228.95575,0.0
6967,11128526288,oil cover lid,11.99,7.92,33.94495412844037,1,0,0,1,3,7.92,0.496551724137931,0.9552666910736478,7.439999999999999,15.55125,0.9560511570252636
6968,11128529820,centering pin,6.99,64.96000000000001,41.9170243204578,16,0,0,0,7,0.0,0.0,0.2099575632591344,,0.0,0.0
6973,11128542057,"seal kit, cylinder head cove",122.99,323.28,34.287340434181644,4,1,2,2,1,161.64,0.2824491507653596,1.5605287402987469,0.0,13720.413,0.0
6974,11128542058,"seal kit, cylinder head cove",122.99,404.1,34.287340434181644,5,0,1,1,1,80.82,0.123321533203125,1.1231983168151352,0.0,4079.616,0.0
6983,11128562723,inner hex bolt,2.99,14.080000000000002,41.1371237458194,8,0,0,0,7,0.0,0.0,1.3443688634472885e-06,,0.0,0.0
6985,11128566404,"gasket set, cylinder head co",73.99,194.0,34.45060143262603,4,0,0,0,7,0.0,0.0,6.494298156455557e-08,,0.0,0.0
6986,11128569342,cylinder head gasket,200.99,128.0,36.315239564157416,1,0,0,0,7,0.0,0.0,1.4273783737557057e-08,10.23,195.96525000000003,3.860404720233466e-05
6995,11129480983,seal set for cylinder head c,198.99,393.27,34.12231770440726,3,0,0,0,7,0.0,0.0,0.2091720128625335,0.0,582.04575,0.0
6999,11129899381,set of gaskets,122.99,161.64,34.287340434181644,2,0,0,2,2,161.64,0.4946144430844553,1.560909177722154,,0.0,0.0
7009,11131460425,o-ring,6.99,36.0,42.77539341917024,9,0,3,5,0,20.0,0.274310794129749,3.909336896900854,,0.0,0.0
7010,11131460677,multi-purpose bolt,2.99,16.8,43.812709030100336,10,0,0,0,7,0.0,0.0,0.8592310990241038,,0.0,0.0
7012,11131744329,"screw plug, magnetic",32.99,20.480000000000004,37.9205819945438,1,0,0,0,7,0.0,0.0,0.0415072313416481,0.0,353.81775,0.0
7013,11132330145,"screw plug, magnetic",64.99,40.96,36.97491921834129,1,0,0,0,7,0.0,0.0,0.0091228525306696,0.0,6.499,0.0
7015,11137676132,isa screw,2.99,6.400000000000001,57.19063545150501,5,0,34,47,0,60.16000000000001,1.335998223406618,36.670335438244685,0.0,4.503000000000001,0.0
7017,11137685983,oil drain plug,21.99,13.439999999999998,38.881309686221016,1,0,0,0,7,0.0,0.0,1.7714490294168943,0.0,354.039,0.0
7024,11137720999,"screw plug, magnetic",23.99,14.72,38.641100458524384,1,0,0,0,7,0.0,0.0,0.0377338430630067,6.8340000000000005,23.39025,0.148491150675637
7025,11137728761,"set, oilpan gasket",175.99,112.0,36.36002045570771,1,0,0,0,7,0.0,0.0,0.0082935015069008,,0.0,0.0
7027,11138536827,oil drain plug,32.99,20.800000000000004,36.95059108820855,1,0,0,0,7,0.0,0.0,0.0004006376003734,0.0,32.16525,0.0
7029,11138562759,"gasket, clutch cover",31.99,19.84,37.98061894341982,1,0,0,0,7,0.0,0.0,1.935376592135686e-05,35.52,31.19025,0.0066393381827784
7033,11138562773,preformed seal,31.99,40.31999999999999,36.98030634573304,2,0,0,0,7,0.0,0.0,4.516406671259461e-08,0.0,6.398,0.0
7101,11141253415,hose,33.99,48.260000000000005,29.008531921153278,2,0,0,0,7,0.0,0.0,8.151949770780308e-53,0.0,567.633,0.0
7104,11141261193,shaft seal,10.99,20.01,39.30846223839855,3,0,0,0,7,0.0,0.0,8.655300731167835e-55,0.0,3.297,0.0
7111,11141340900,oil cover lid,13.99,9.9,29.23516797712652,1,0,1,1,1,9.9,0.5227032734952481,0.863874284852997,0.0,177.08900000000003,0.0
7112,11141340901,o-ring,3.99,2.08,47.86967418546366,1,0,6,6,0,12.48,1.219941348973607,4.8711336322919,0.0,249.1005,0.0
7113,11141340902,o-ring,4.99,5.12,48.69739478957916,2,1,3,3,1,7.68,0.5765765765765766,3.411255476234262,0.0,339.327,0.0
7114,11141341249,rubber grommet,3.99,8.32,47.86967418546366,4,0,0,0,7,0.0,0.0,0.7497580457239096,,0.0,0.0
7115,11141341250,rubber grommet,3.99,2.24,43.85964912280701,1,0,0,0,7,0.0,0.0,0.1647889262601604,0.0,13.86525,0.0
7121,11141460307,gasket,14.99,17.92,40.22681787858573,2,0,0,0,7,0.0,0.0,1.85767338167302e-05,,0.0,0.0
7122,11141460331,screw,16.99,31.919999999999995,37.374926427310186,3,0,0,0,7,0.0,0.0,4.082970548350806e-06,0.0,5.097,0.0
7125,11141460674,o-ring,4.99,3.04,39.07815631262525,1,0,0,0,7,0.0,0.0,4.33507798332457e-08,0.0,49.151500000000006,0.0
7126,11141460678,fillister-head screw,2.99,8.8,41.1371237458194,5,0,0,0,7,0.0,0.0,9.528045083349162e-09,0.0,143.52,0.0
7127,11141460687,gasket,25.99,35.099999999999994,32.47402847248942,2,0,0,0,7,0.0,0.0,2.094164014108743e-09,0.0,524.9979999999999,0.0
7129,11141460809,shaft seal,22.99,13.64,40.66985645933015,1,0,0,0,7,0.0,0.0,1.0116364537979515e-10,0.0,2.299,0.0
7130,11141460934,bush,3.99,50.88,46.8671679197995,24,0,0,0,7,0.0,0.0,2.22347043740013e-11,,0.0,0.0
7134,11141461475,rubber bush,5.99,39.6,39.89983305509182,11,0,0,0,7,0.0,0.0,5.1887042333919605e-14,2.352,64.24275,6.163835684497735e-08
7136,11141464874,screw,31.99,200.0,37.480462644576434,10,0,0,0,7,0.0,0.0,2.5065287700061176e-15,2.43,311.9025,6.24949685225844e-09
7142,11142343037,needle sleeve,24.99,46.56,37.895158063225296,3,0,0,0,7,0.0,0.0,2.8256217708991133e-19,2.256,73.09575,1.3206735993376363e-10
7143,11142343038,shaft seal,31.99,60.96,36.480150046889655,3,1,0,1,5,20.32,0.1923695919719776,0.7802105263157895,,0.0,0.0
7147,11142343240,gasket ring,3.99,79.04,47.86967418546366,38,1,6,9,1,18.72,0.1166500498504486,7.023715440905778,,0.0,0.0
7148,11142343241,o-ring,2.99,1.7600000000000002,41.1371237458194,1,0,0,0,7,0.0,0.0,1.5437387200643442,2.256,2.91525,1.5457296660946231
7169,11147665326,grooved ball bearing,55.99,34.1,39.09626719056975,1,0,0,0,7,0.0,0.0,0.0331354187833485,,0.0,0.0
7170,11147665328,o-ring,20.99,25.92,38.25631252977608,2,0,0,0,7,0.0,0.0,0.007282816254698,0.0,1032.708,0.0
7171,11147668216,interior gasket,8.99,59.3,34.03781979977753,10,0,0,0,7,0.0,0.0,0.0016006863515589,0.0,323.64000000000004,0.0
7172,11147670688,gasket right,27.99,122.07999999999998,37.69203286888175,7,0,2,2,0,34.879999999999995,0.163471903266626,1.5607728666423215,0.0,5142.217,0.0
7173,11147671363,"cover, clutch",48.99,34.74,29.08756889161053,1,0,0,0,7,0.0,0.0,0.3430414468999124,0.0,745.87275,0.0
7175,11147674083,cover,38.99,55.8,28.44319056168248,2,0,0,0,7,0.0,0.0,0.016571444763138,19.548,76.0305,0.0923107812464766
7178,11147675732,"spark plug cover, right",49.99,35.93,28.125625125025007,1,0,0,0,4,0.0,0.0,0.0001759466655314,0.0,4.9990000000000006,0.0
7182,11147678137,gasket,34.99,43.52,37.81080308659617,2,0,0,0,7,0.0,0.0,4.105902165094256e-07,,0.0,0.0
7184,11147678478,isa screw,3.99,33.6,43.85964912280701,15,0,6,3,0,6.720000000000001,0.1063122923588039,2.3406315987819197,,0.0,0.0
7190,11147694055,gasket ring,4.99,6.08,39.07815631262525,2,0,0,0,7,0.0,0.0,0.0002638605102927,0.0,64.6205,0.0
7192,11147699374,o-ring,3.99,2.24,43.85964912280701,1,0,0,0,7,0.0,0.0,1.2746418577127216e-05,0.0,59.25150000000001,0.0
7195,11147700121,shaft seal,31.99,20.32,36.480150046889655,1,0,0,0,7,0.0,0.0,1.3533459985956249e-07,8.352,31.19025,0.0002692187071725
7196,11147700123,o-ring,6.99,4.32,38.19742489270386,1,0,0,0,7,0.0,0.0,2.9745120474396483e-08,,0.0,0.0
7197,11147700194,gasket,33.99,21.120000000000005,37.864077669902905,1,0,0,0,7,0.0,0.0,6.537664373741039e-09,0.0,317.8065,0.0
7201,11147700396,o-ring,5.99,7.04,41.235392320534224,2,0,0,0,7,0.0,0.0,1.5256333631397596e-11,0.0,1.1980000000000002,0.0
7203,11147706498,gasket,38.99,49.60000000000001,36.393947165939984,2,0,1,1,0,24.800000000000004,0.2743969904846206,0.7802105263165264,0.0,585.2105,0.0
7204,11147706500,gasket right,33.99,21.120000000000005,37.864077669902905,1,0,0,0,7,0.0,0.0,0.1714820609419902,0.0,283.8165,0.0
7206,11147707126,preformed seal,7.99,14.880000000000004,37.92240300375469,3,0,0,0,7,0.0,0.0,0.008283854695839,4.468724501232908,5.39325,0.1171649599811439
7216,11147715428,gasket set for housing cover,90.99,115.84,36.34465325859985,2,0,0,0,7,0.0,0.0,1.7148206115975044,0.0,18.198,0.0
7219,11147720969,gasket,9.99,49.92,37.53753753753754,8,20,3,5,0,31.200000000000003,0.3648269410664172,3.919259672238817,0.0,1451.702,0.0
7221,11147721528,gasket left,38.99,49.60000000000001,36.393947165939984,2,0,0,0,7,0.0,0.0,0.3608113555732428,0.0,1752.6005,0.0
7222,11147722366,o-ring,6.99,3.84,45.06437768240343,1,0,0,0,7,0.0,0.0,0.0793025379407296,0.0,133.509,0.0
7223,11147724485,isa screw,4.99,87.04,45.49098196392786,32,0,0,0,7,0.0,0.0,0.0174298630758151,0.0,1992.0080000000005,0.0
7226,11147727974,gasket,34.99,21.76,37.81080308659617,1,3,2,2,0,43.52,0.7876923076923078,1.560606113519914,5.26289800493163,19.3375,0.921666841182899
7232,11148358847,o-ring,6.99,20.0,42.77539341917024,5,0,0,0,7,0.0,0.0,0.0001759278673729,,0.0,0.0
7235,11148393581,gasket ring,22.99,56.96,38.06002609830361,4,0,0,0,7,0.0,0.0,1.8679072392760428e-06,0.0,1055.2409999999998,0.0
7258,11151335735,vent hose,112.99,77.32,31.5691654128684,1,0,0,0,7,0.0,0.0,1.372504424710104e-21,0.0,25.42275,0.0
7260,11151337257,vent hose,38.99,47.120000000000005,39.57424980764298,2,0,0,0,7,0.0,0.0,0.1714820609418283,0.0,631.638,0.0
7261,11151337258,vent hose,65.99,39.78,39.718139111986666,1,0,0,0,7,0.0,0.0,0.0376899519206881,0.0,64.34025,0.0
7268,11151460480,vent hose,36.99,90.16,39.06461205731278,4,0,0,0,7,0.0,0.0,0.1714829947846972,8.016,144.261,0.1380479343779753
7269,11151460935,hose clamp,6.99,34.0,39.19885550786839,8,0,0,0,7,0.0,0.0,0.0376901571695208,,0.0,0.0
7270,11151461835,vent hose,50.99,32.32,36.615022553441854,1,0,0,0,7,0.0,0.0,0.0082838998073641,0.0,75.21025,0.0
7407,11211460673,hex nut,21.99,122.39999999999998,38.1537062301046,9,0,0,0,7,0.0,0.0,3.8712670071471865e-41,,0.0,0.0
